113-path-sum-ii	0	0	0
114-flatten-binary-tree-to-linked-list	0	0	0
115-distinct-subsequences	0	0	0
116-populating-next-right-pointers-in-each-node	0	0	0
117-populating-next-right-pointers-in-each-node-ii	0	0	0
118-pascals-triangle	0	0	0
119-pascals-triangle-ii	0	0	0
120-triangle	0	0	0
121-best-time-to-buy-and-sell-stock	1	0	0
122-best-time-to-buy-and-sell-stock-ii	1	0	0
123-best-time-to-buy-and-sell-stock-iii	1	0	0
124-binary-tree-maximum-path-sum	0	0	0
125-valid-palindrome	0	0	0
126-word-ladder-ii	0	0	0
127-word-ladder	0	0	0
128-longest-consecutive-sequence	0	0	0
129-sum-root-to-leaf-numbers	0	0	0
130-surrounded-regions	0	0	0
131-palindrome-partitioning	0	0	0
132-palindrome-partitioning-ii	0	0	0
133-clone-graph	0	0	0
134-gas-station	0	0	16
135-candy	150	149	9
136-single-number	1	0	0
137-single-number-ii	0	0	0
138-copy-list-with-random-pointer	0	0	0
139-word-break	0	0	0
140-word-break-ii	0	0	0
141-linked-list-cycle	0	0	0
142-linked-list-cycle-ii	0	0	0
143-reorder-list	0	0	0
144-binary-tree-preorder-traversal	0	0	0
145-binary-tree-postorder-traversal	0	0	0
146-lru-cache	0	0	0
147-insertion-sort-list	0	0	0
148-sort-list	0	0	0
149-max-points-on-a-line	0	0	0
150-evaluate-reverse-polish-notation	1	0	0
151-reverse-words-in-a-string	3	0	1
152-maximum-product-subarray	1	0	0
153-find-minimum-in-rotated-sorted-array	1	0	1
154-find-minimum-in-rotated-sorted-array-ii	0	0	0
155-min-stack	0	0	0
156-binary-tree-upside-down	0	0	0
157-read-n-characters-given-read4	0	0	0
158-read-n-characters-given-read4-ii-call-multiple-times	0	0	0
159-longest-substring-with-at-most-two-distinct-characters	0	0	0
160-intersection-of-two-linked-lists	0	0	0
161-one-edit-distance	2	0	2
162-find-peak-element	1	0	1
163-missing-ranges	1	0	1
164-maximum-gap	60	58	3
165-compare-version-numbers	0	0	0
166-fraction-to-recurring-decimal	0	0	0
167-two-sum-ii-input-array-is-sorted	0	0	0
168-excel-sheet-column-title	0	0	0
169-majority-element	1	0	1
170-two-sum-iii-data-structure-design	0	0	0
171-excel-sheet-column-number	1	0	1
172-factorial-trailing-zeroes	0	0	0
173-binary-search-tree-iterator	0	0	0
174-dungeon-game	0	0	0
179-largest-number	0	0	0
186-reverse-words-in-a-string-ii	0	0	0
187-repeated-dna-sequences	3	0	3
188-best-time-to-buy-and-sell-stock-iv	0	0	0
189-rotate-array	0	0	0
190-reverse-bits	0	0	0
191-number-of-1-bits	1	0	1
198-house-robber	0	0	0
199-binary-tree-right-side-view	0	0	0
200-number-of-islands	0	0	0
1665-minimum-initial-energy-to-finish-tasks	0	0	0
201-bitwise-and-of-numbers-range	0	0	0
202-happy-number	0	0	0
203-remove-linked-list-elements	0	0	0
204-count-primes	1	0	0
205-isomorphic-strings	2	0	2
206-reverse-linked-list	0	0	0
207-course-schedule	0	0	0
208-implement-trie-prefix-tree	0	0	0
209-minimum-size-subarray-sum	1	0	1
210-course-schedule-ii	0	0	0
211-design-add-and-search-words-data-structure	0	0	0
212-word-search-ii	0	0	0
213-house-robber-ii	0	0	0
214-shortest-palindrome	1	0	1
215-kth-largest-element-in-an-array	0	0	0
216-combination-sum-iii	0	0	0
217-contains-duplicate	1	0	1
218-the-skyline-problem	0	0	0
219-contains-duplicate-ii	1	0	1
220-contains-duplicate-iii	0	0	0
221-maximal-square	1	0	1
222-count-complete-tree-nodes	1	0	1
223-rectangle-area	0	0	0
224-basic-calculator	1	0	0
225-implement-stack-using-queues	0	0	0
226-invert-binary-tree	0	0	0
227-basic-calculator-ii	3	0	0
228-summary-ranges	1	0	1
229-majority-element-ii	1	0	1
230-kth-smallest-element-in-a-bst	0	0	0
231-power-of-two	0	0	0
232-implement-queue-using-stacks	0	0	0
233-number-of-digit-one	0	0	0
234-palindrome-linked-list	0	0	0
235-lowest-common-ancestor-of-a-bst	2	0	1
236-lowest-common-ancestor-of-a-binary-tree	1	0	1
237-delete-node-in-a-linked-list	0	0	0
238-product-of-array-except-self	0	0	0
239-sliding-window-maximum	0	0	0
240-search-a-2d-matrix-ii	1	0	0
241-different-ways-to-add-parentheses	0	0	0
242-valid-anagram	0	0	0
243-shortest-word-distance	0	0	0
260-single-number-iii	0	0	0
264-ugly-number-ii	0	0	0
268-missing-number	0	0	4
274-h-index	0	0	0
279-perfect-squares	0	0	0
287-find-the-duplicate-number	4	3	5
290-word-pattern	0	0	0
291-word-pattern-ii	0	0	0
332-reconstruct-itinerary	0	0	0
347-top-k-frequent-elements	0	0	0
387-first-unique-character-in-a-string	0	0	0
393-utf-8-validation	1	0	1
394-decode-string	0	0	0
3629-minimum-jumps-to-reach-end-via-prime-teleportation	50	49	1
405-convert-a-number-to-hexadecimal	1	0	1
415-add-strings	1	0	0
722-remove-comments	0	0	0
726-number-of-atoms	0	0	0
utf8-codepoints	0	0	0
